Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
ISP BLOOMINGTON 33,2.02201E+11,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/22,11:50 PM,1,,0,0,1,,N WALNUT ST,,,,,N WALNUT ST,E WHISNAND RD,,,,N,,0,,39.22370954,-86.53953785,COUNTY ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),SNOW,DRY,,NO JUNCTION INVOLVED,,CONCRETE,ANIMAL/OBJECT IN ROADWAY,$1001 TO $2500,COLLISION WITH ANIMAL OTHER,NWALNUTSTEWHISNANDRD,0,
ELLETTSVILLE PD,E22-05456,MONROE,RICHLAND,ELLETTSVILLE,12/28/22,4:05 PM,2,,0,0,0,4681,W RICHLAND PLAZA DR,,,,,W RICHLAND PLAZA DR,,,,,Y,,0,,39.217139,-86.59525,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,WRICHLANDPLAZADR,0,
MONROE SD,M22A30527,MONROE,VAN BUREN,BLOOMINGTON,12/14/22,1:44 AM,2,,0,0,0,,S ROCKPORT RD,,,,,S ROCKPORT RD,W STANSIFER LN,,,,N,,0,,39.10779234,-86.57564014,,,,,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,WSTANSIFERLNSROCKPORTRD,0,
MONROE SD,M22A27232,MONROE,VAN BUREN,BLOOMINGTON,11/5/22,7:20 PM,2,,0,0,0,,JEFFREY ROAD,,,,,JEFFREY ROAD,JUDD AVE,,,,N,,0,,39.123621,-86.574061,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$2501 TO $5000,BACKING CRASH,JUDDAVEJEFFREYROAD,0,
ELLETTSVILLE PD,E2204598,MONROE,RICHLAND,ELLETTSVILLE,11/6/22,12:27 PM,2,0,0,0,0,,,,SR46W,,,SR46W,SALE,,,,Y,,,,39.23384,-86.624704,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,SAME DIRECTION SIDESWIPE,SALESTSR46W,0,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,2.02201E+11,MONROE,BLOOMINGTON,BLOOMINGTON,12/21/22,7:45 AM,2,,0,0,0,,W TAPP RD,,,,,W TAPP RD,HICKORY HEIGHTS TRLR PARK,,,,N,,264,,39.13704702,-86.5739955,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,WTAPPRDHICKORYHEIGHTSTRLRPARK,0,
BLOOMINGTON PD,B22-48432,MONROE,RICHLAND,BLOOMINGTON,11/21/22,8:25 AM,2,,3,0,0,,W 3RD ST,,,100,C,W 3RD ST,,,,,Y,,0,,39.16466316,-86.57401903,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,W3RDST100C,0,
MONROE SD,M22A25812,MONROE,PERRY,BLOOMINGTON,10/20/22,11:08 PM,1,,1,0,1,,S INTERSTATE 69,,,,,S INTERSTATE 69,,,69,,N,,0,,39.08306355,-86.57691459,INTERSTATE,,,,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,ANIMAL/OBJECT IN ROADWAY,$10001 TO $25000,COLLISION WITH DEER,SINTERSTATE69,0,
INDIANA UNIV BLOOMINGTON PD,224790,MONROE,BLOOMINGTON,BLOOMINGTON,12/7/22,2:00 PM,2,,0,0,0,,E 7TH ST,,,,,E 7TH ST,E 7TH ST,,,,Y,,0,,39.1686946,-86.52234986,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER TURNING,$1001 TO $2500,LEFT TURN,E7THSTE7THST,0,
INDIANA UNIV BLOOMINGTON PD,224068,MONROE,BLOOMINGTON,BLOOMINGTON,10/22/22,12:43 PM,2,,0,0,0,,STATE RD 45,,,,,STATE RD 45,WALKWAY,,,,Y,,0,,39.17559088,-86.50446857,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,SAME DIRECTION SIDESWIPE,WALKWAYSTATERD45,0,
MONROE SD,M22A26514,MONROE,PERRY,BLOOMINGTON,10/28/22,7:49 AM,1,,0,0,1,,S OLD STATE ROAD 37,,,,,S OLD STATE ROAD 37,S ROGERS ST,,,,N,,0,,39.09930123,-86.53790028,COUNTY ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$5001 TO $10000,COLLISION WITH DEER,SROGERSSTSOLDSTATEROAD37,0,
BLOOMINGTON PD,B22-50090,MONROE,BLOOMINGTON,BLOOMINGTON,12/2/22,5:02 PM,2,,0,0,0,,E 7TH ST,,,,,E 7TH ST,N DUNN ST,,,,Y,,0,,39.16851019,-86.52841762,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,NDUNNSTE7THST,0,
MONROE SD,M22A25562,MONROE,VAN BUREN,,10/18/22,8:16 AM,2,,1,0,0,,S BUNGER RD,,,,,S BUNGER RD,W STATE ROAD 45,,,,N,,0,,39.13394504,-86.60554819,,,,,RURAL,N,N,Y,INTERMITTENT OR MOVING WORK,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER ASLEEP OR FATIGUED,$5001 TO $10000,REAR END,WSTATEROAD45SBUNGERRD,0,
BLOOMINGTON PD,B22-45881,MONROE,BLOOMINGTON,BLOOMINGTON,11/2/22,4:24 PM,2,,0,0,0,,W 17TH ST,,,,,W 17TH ST,N KINSER PIKE,,,,Y,,0,,39.17903999,-86.53778516,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,W17THSTNKINSERPIKE,0,
BLOOMINGTON PD,B22-51696,MONROE,VAN BUREN,BLOOMINGTON,12/13/22,11:28 AM,2,,0,0,0,,3700 BLK W. 3RD ST,,,,,3700 BLK W. 3RD ST,S. LIBERTY DRIVE,,,,Y,,1000,,0,0,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNDER STEERING/UNDER CORRECTING,$2501 TO $5000,RIGHT TURN,S.LIBERTYDRIVE3700BLKW.3RDST,0,
BLOOMINGTON PD,B22-45458,MONROE,BLOOMINGTON,BLOOMINGTON,10/31/22,10:32 AM,2,,0,0,0,,N. ROGERS ST,,,,,N. ROGERS ST,W. 10TH ST,,,,Y,,0,,39.171408,-86.538624,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,W.10THSTN.ROGERSST,0,
INDIANA UNIV BLOOMINGTON PD,224547,MONROE,BLOOMINGTON,BLOOMINGTON,11/10/22,10:30 AM,2,,0,0,0,150,N EAGLESON AVE.,,,,,N EAGLESON AVE.,,,,,Y,,0,,39.16740169,-86.5149573,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,NEAGLESONAVE.,0,
BLOOMINGTON PD,B22-50648,MONROE,VAN BUREN,BLOOMINGTON,12/6/22,3:00 PM,2,,0,0,0,,W 3RD ST,,,,,W 3RD ST,AT HOME PRIVATE DRIVE,,,,Y,,53,,39.16452073,-86.57503458,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,$10001 TO $25000,SAME DIRECTION SIDESWIPE,W3RDSTATHOMEPRIVATEDRIVE,0,
BLOOMINGTON PD,B22-50782,MONROE,BLOOMINGTON,BLOOMINGTON,12/7/22,12:03 PM,2,,0,0,0,,1000 N. WALNUT ST,,,,,1000 N. WALNUT ST,,,,,Y,,0,,0,0,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,INTERCHANGE,,ASPHALT,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,1000N.WALNUTST,0,
INDIANA UNIV BLOOMINGTON PD,224687,MONROE,BLOOMINGTON,BLOOMINGTON,11/30/22,1:30 PM,2,,0,0,0,1000,N FEE LN,,,,,N FEE LN,,,,,Y,,0,,39.17546665,-86.51875771,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$1001 TO $2500,SAME DIRECTION SIDESWIPE,NFEELN,0,
ISP BLOOMINGTON 33,2.02201E+11,MONROE,VAN BUREN,BLOOMINGTON,12/10/22,7:18 PM,1,,1,0,0,,W SR 48,,,,,W SR 48,ALTOP MTN.,,,,N,,0,,39.16351713,-86.64582424,STATE ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,$5001 TO $10000,RAN OFF ROAD,WSR48ALTOPMTN.,0,
ELLETTSVILLE PD,E22-04792,MONROE,RICHLAND,ELLETTSVILLE,11/18/22,3:50 PM,2,,0,0,0,,IN SR 46 W,,,,,IN SR 46 W,BRIAR GATE DR.,,,,Y,,0,,39.21671213,-86.59674865,STATE ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,UNSAFE LANE MOVEMENT,$2501 TO $5000,SAME DIRECTION SIDESWIPE,INSR46WBRIARGATEDR.,0,
BLOOMINGTON PD,B22-48912,MONROE,PERRY,BLOOMINGTON,11/23/22,10:40 PM,2,,0,0,0,,W COUNTRY CLUB DR,,,,,W COUNTRY CLUB DR,S ROGERS ST,,,,Y,,0,,39.13604615,-86.5382833,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,RIGHT ANGLE,WCOUNTRYCLUBDRSROGERSST,0,
MONROE SD,M22A28122,MONROE,RICHLAND,ELLETTSVILLE,11/16/22,7:21 AM,1,,0,0,0,,N UNION VALLEY RD,,,,,N UNION VALLEY RD,W MEADOWVALE DR,,,,N,,0,,39.2271534,-86.5926429,COUNTY ROAD,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,RAN OFF ROAD,WMEADOWVALEDRNUNIONVALLEYRD,0,
MONROE SD,M22A28963,MONROE,PERRY,BLOOMINGTON,11/26/22,4:57 PM,1,,0,0,0,,STATE RD 37,,,,,STATE RD 37,,,,,N,,0,,39.0963942,-86.54655032,STATE ROAD,,,,RURAL,N,Y,N,,DAWN/DUSK,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,$10001 TO $25000,RAN OFF ROAD,STATERD37,0,
BLOOMINGTON PD,B22-43386,MONROE,PERRY,BLOOMINGTON,10/19/22,4:53 PM,2,,0,0,0,,S WALNUT ST,,,,,S WALNUT ST,E 2ND ST,,,,Y,,0,,39.16124357,-86.53363425,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$1001 TO $2500,REAR END,SWALNUTSTE2NDST,0,
BLOOMINGTON PD,B22-46671,MONROE,VAN BUREN,BLOOMINGTON,11/7/22,4:00 PM,2,,1,0,0,,W STATE RD 45,,,,,W STATE RD 45,W STATE RD 45,,,,Y,,0,,39.141953,-86.58260233,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,LEFT TURN,WSTATERD45WSTATERD45,0,
MONROE SD,M22A25726,MONROE,CLEAR CREEK,BLOOMINGTON,10/20/22,7:41 AM,1,,0,0,0,,E SMITHVILLE RD,,,,,E SMITHVILLE RD,,,,,N,,0,,39.07085965,-86.52908029,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$2501 TO $5000,RAN OFF ROAD,ESMITHVILLERD,0,
BLOOMINGTON PD,B22-52339,MONROE,BLOOMINGTON,BLOOMINGTON,12/17/22,12:00 AM,2,,0,0,0,,E JOHN HINKLE PL,,,,,E JOHN HINKLE PL,,,,,Y,,0,,39.17030224,-86.49190924,PRIVATE DRIVE,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,RIGHT ANGLE,EJOHNHINKLEPL,0,
MONROE SD,M22A26010,MONROE,RICHLAND,BLOOMINGTON,10/23/22,1:00 PM,2,,0,0,0,,W WOODYARD RD,,,,,W WOODYARD RD,N CURRY PIKE,,,,N,,0,,39.1901714,-86.58240609,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,WWOODYARDRDNCURRYPIKE,0,
ISP BLOOMINGTON 33,2022-00610924,MONROE,BLOOMINGTON,BLOOMINGTON,12/22/22,12:08 PM,3,,1,0,0,,S CURRY PIKE,,,,,S CURRY PIKE,W GLEN OAKS DR,,,,Y,,0,,39.14513732,-86.58257775,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,$10001 TO $25000,REAR END,WGLENOAKSDRSCURRYPIKE,0,
MONROE SD,M22A29889,MONROE,RICHLAND,BLOOMINGTON,12/6/22,12:20 PM,2,,0,0,0,,N CURRY PK,,,,,N CURRY PK,W WOODYARD RD,,,,N,,0,,39.1902762,-86.5825286,COUNTY ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,SAME DIRECTION SIDESWIPE,WWOODYARDRDNCURRYPK,0,
BLOOMINGTON PD,B22-45110,MONROE,BLOOMINGTON,BLOOMINGTON,10/29/22,1:09 AM,2,,0,0,0,,N COLLEGE AVE,,,,,N COLLEGE AVE,W KIRKWOOD AVE,,,,Y,,0,,39.1666087,-86.53488112,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,WKIRKWOODAVENCOLLEGEAVE,0,
INDIANA UNIV BLOOMINGTON PD,224822,MONROE,BLOOMINGTON,BLOOMINGTON,12/8/22,6:07 PM,2,,0,0,0,,STATE RD 45,,,,,STATE RD 45,E 10TH ST,,,,Y,,0,,39.1722147,-86.50266005,STATE ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$2501 TO $5000,REAR END,STATERD45E10THST,0,
BLOOMINGTON PD,B22-45662,MONROE,VAN BUREN,BLOOMINGTON,11/1/22,12:54 PM,2,,0,0,0,,S LIBERTY DR,,,,,S LIBERTY DR,W 3RD ST,,,,Y,,528,,39.16367098,-86.5791629,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,W3RDSTSLIBERTYDR,0,
BLOOMINGTON PD,B22-50677,MONROE,PERRY,BLOOMINGTON,12/6/22,5:57 PM,2,,0,0,0,,E 3RD ST,,,,,E 3RD ST,S PETE ELLIS DR,,,,Y,,0,,39.16420018,-86.49499765,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SPETEELLISDRE3RDST,0,
MONROE SD,M22A30528,MONROE,PERRY,BLOOMINGTON,12/14/22,1:46 PM,2,,0,0,0,,W DILLMAN RD,,,,,W DILLMAN RD,STATE RD 37,,,,N,,0,,39.0929969,-86.5457993,STATE ROAD,,,,URBAN,N,Y,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,RIGHT ANGLE,WDILLMANRDSTATERD37,0,
MONROE SD,M22A27424,MONROE,PERRY,BLOOMINGTON,11/7/22,9:48 PM,1,,0,0,1,,STATE RD 37,,,,,STATE RD 37,E EMPIRE MILL RD,,,,N,,0,,39.08658333,-86.54398388,STATE ROAD,,,,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$10001 TO $25000,COLLISION WITH DEER,STATERD37EEMPIREMILLRD,0,
MONROE SD,M22A30542,MONROE,CLEAR CREEK,HARRODSBURG,12/14/22,9:01 PM,1,,0,0,0,,S OLD STATE ROAD 37,,,,,S OLD STATE ROAD 37,HARRODSBURG RD,,,,N,,0,,39.0111273,-86.54311267,LOCAL/CITY ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$2501 TO $5000,COLLISION WITH OBJECT IN ROAD,SOLDSTATEROAD37HARRODSBURGRD,0,
MONROE SD,M22A27312,MONROE,SALT CREEK,BLOOMINGTON,11/6/22,5:15 PM,2,,0,0,0,,E KINGS RD,,,,,E KINGS RD,STATE RD 46,,,,N,,0,,39.16663327,-86.45506329,STATE ROAD,,,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,$25001 TO $50000,REAR END,STATERD46EKINGSRD,0,
MONROE SD,M22A28980,MONROE,CLEAR CREEK,BLOOMINGTON,11/26/22,11:00 PM,2,,0,0,0,270,E SMITHVILLE RD,,,,,E SMITHVILLE RD,,,,,N,,0,,39.0702894,-86.53189256,PRIVATE DRIVE,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,OVERCORRECTING/OVERSTEERING,$25001 TO $50000,OTHER - EXPLAIN IN NARRATIVE,ESMITHVILLERD,0,
BLOOMINGTON PD,B22-43490,MONROE,PERRY,BLOOMINGTON,10/20/22,9:42 AM,2,,0,0,0,,S. HENDERSON STREET,,,,,S. HENDERSON STREET,E. WINSLOW ROAD,,,,Y,,0,,39.136,-86.526893,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$5001 TO $10000,SAME DIRECTION SIDESWIPE,S.HENDERSONSTREETE.WINSLOWROAD,0,
BLOOMINGTON PD,B22-43886,MONROE,PERRY,BLOOMINGTON,10/22/22,12:14 PM,2,,0,0,0,,S CLARIZZ BLVD,,,,,S CLARIZZ BLVD,S WILMINGTON CT,,,,Y,,0,,39.16343934,-86.49086188,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWILMINGTONCTSCLARIZZBLVD,0,
BLOOMINGTON PD,B22-47777,MONROE,BLOOMINGTON,BLOOMINGTON,11/16/22,8:02 AM,2,,0,0,0,,E 3RD ST,,,,,E 3RD ST,S ST RD 45/46 BYPASS,,,,Y,,0,,39.16428115,-86.49829865,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LANE MOVEMENT,$5001 TO $10000,SAME DIRECTION SIDESWIPE,SSTRD45/46BYPASSE3RDST,0,
BLOOMINGTON PD,B22-44769,MONROE,PERRY,BLOOMINGTON,10/27/22,11:21 AM,2,,0,0,0,,E. 3RD ST,,,,,E. 3RD ST,EAGLESON AVE,,,,Y,,0,,39.164263,-86.516394,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LANE MOVEMENT,$2501 TO $5000,SAME DIRECTION SIDESWIPE,EAGLESONAVEE.3RDST,0,
BLOOMINGTON PD,B22-44555,MONROE,PERRY,BLOOMINGTON,10/26/22,9:03 AM,3,,0,0,0,,W. BLOOMFIELD RD,,,,,W. BLOOMFIELD RD,S. BASSWOOD DR,,,,Y,,0,,39.1498172,-86.5689428,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,FOLLOWING TOO CLOSELY,$5001 TO $10000,REAR END,W.BLOOMFIELDRDS.BASSWOODDR,0,
BLOOMINGTON PD,B22-50930,MONROE,PERRY,BLOOMINGTON,12/8/22,10:25 AM,2,,1,0,0,,W COTA DR,,,,,W COTA DR,S DEBORAH DR,,,,Y,,0,,39.13589241,-86.5678086,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,$2501 TO $5000,RIGHT ANGLE,WCOTADRSDEBORAHDR,0,
MONROE SD,M22A25965,MONROE,CLEAR CREEK,BLOOMINGTON,10/22/22,9:45 AM,1,,0,0,0,,W GORDON PIKE,,,,,W GORDON PIKE,S ROGERS ST,,,,N,,0,,39.12151994,-86.53852637,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,$1001 TO $2500,RAN OFF ROAD,WGORDONPIKESROGERSST,0,
MONROE SD,M22A25872,MONROE,RICHLAND,BLOOMINGTON,10/21/22,4:46 PM,2,,0,0,0,,N SMITH PIKE,,,,,N SMITH PIKE,W WOODYARD RD,,,,Y,,0,,39.19270524,-86.582819,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,GRAVEL,UNSAFE BACKING,$1001 TO $2500,BACKING CRASH,WWOODYARDRDNSMITHPIKE,0,
MONROE SD,M22A29383,MONROE,PERRY,,11/30/22,3:34 PM,2,,0,0,0,,N DANIELS WAY,,,,,N DANIELS WAY,,,,,Y,,0,,39.17206527,-86.59654134,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,SAME DIRECTION SIDESWIPE,NDANIELSWAY,0,
MONROE SD,M22A28821,MONROE,SALT CREEK,BLOOMINGTON,11/24/22,3:30 AM,1,,1,0,0,,8300 E SR 46,,,,,8300 E SR 46,E KENT RD,,,,N,,0,,39.1506022,-86.4041708,STATE ROAD,,,,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,$2501 TO $5000,COLLISION WITH DEER,EKENTRD8300ESR46,0,
MONROE SD,M22A31136,MONROE,VAN BUREN,BLOOMINGTON,12/23/22,3:00 PM,1,,0,0,0,3585,STATE ROAD 45,,,,,STATE ROAD 45,,,,,N,,0,,39.14155612,-86.58049234,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,BACKING CRASH,STATEROAD45,0,
BLOOMINGTON PD,B22-51903,MONROE,PERRY,BLOOMINGTON,12/14/22,10:00 AM,1,,0,0,0,807,S WINRIDGE CT,,,,,S WINRIDGE CT,,,,,Y,,0,,39.157706,-86.5491235,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE BACKING,UNDER $1001,REAR END,SWINRIDGECT,0,
BLOOMINGTON PD,B22-53012,MONROE,BLOOMINGTON,BLOOMINGTON,12/21/22,4:20 PM,2,,1,0,0,2966,E 3RD STREET,,,,,E 3RD STREET,,,,,Y,,0,,39.16200556,-86.49332527,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,IMPROPER LANE USAGE,UNDER $1001,REAR TO REAR,E3RDSTREET,0,
ISP BLOOMINGTON 33,2.02201E+11,MONROE,BLOOMINGTON,BLOOMINGTON,11/12/22,9:39 AM,1,,1,0,0,,I69,,,,,I69,,,124.5,,N,,0,,39.25253104,-86.52880901,INTERSTATE,,,,URBAN,N,N,N,,DAYLIGHT,SNOW,SNOW/SLUSH,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO MAINTAIN LANE,$5001 TO $10000,RAN OFF ROAD,I69124.5,0,
