_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
350,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-02-09T00:00:00,12:16 PM,2,,0,0,0,"","","",STATE RD 45,E 17TH ST,"",0,"",39.17970827,-86.50710351,STATE ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,CLEAR,WET,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,STATERD45E17THST,""
351,MONROE SD,BLOOMINGTON,2022-05-23T00:00:00,12:01 AM,4,,1,0,0,"","","",S FAIRFAX RD,S OLD STATE ROAD 37,"",0,"",39.10722992,-86.53131958,"","",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,SOLDSTATEROAD37SFAIRFAXRD,""
352,BLOOMINGTON PD,BLOOMINGTON,2022-03-23T00:00:00,11:30 AM,4,,1,0,0,"","","",SR 46,"","",0,"",39.18653591,-86.53777189,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,REAR END,SR46,""
353,BLOOMINGTON PD,BLOOMINGTON,2022-03-23T00:00:00,4:50 PM,1,,1,0,0,"","","",W COUNTRY CLUB DR,S OLD STATE ROAD 37,"",0,"",39.1348429,-86.5329195,"","",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,DRIVER ILLNESS,RAN OFF ROAD,WCOUNTRYCLUBDRSOLDSTATEROAD37,""
354,MONROE SD,BLOOMINGTON,2022-03-25T00:00:00,8:02 PM,1,,0,0,0,"","","",E POINTE RD,"","",0,"",39.03329762,-86.51317585,PRIVATE DRIVE,"",RURAL,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,EPOINTERD,""
355,BLOOMINGTON PD,BLOOMINGTON,2022-03-10T00:00:00,5:19 PM,2,,0,0,0,"","","",W DRISCOLL ST,S ROGERS ST,"",0,"",39.15253234,-86.53871405,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WDRISCOLLSTSROGERSST,""
356,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-05T00:00:00,1:00 PM,1,,1,0,0,"","","",E 3RD ST,S FESS AVE,"",0,"",39.16427918,-86.52599163,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,"",ASPHALT,VIEW OBSTRUCTED,RIGHT ANGLE,SFESSAVEE3RDST,""
357,ISP BLOOMINGTON 33,BLOOMINGTON,2022-04-01T00:00:00,10:20 AM,1,,1,0,0,8150,"","",S OLD STATE ROAD 37,"","",0,"",39.04720536,-86.54099514,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,"",RAN OFF ROAD,SOLDSTATEROAD37,""
358,BLOOMINGTON PD,BLOOMINGTON,2022-05-18T00:00:00,6:10 PM,2,,0,0,0,"","","",SR 46,N KINSER PIKE,"",0,"",39.18647863,-86.53783003,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SR46NKINSERPIKE,""
359,BLOOMINGTON PD,BLOOMINGTON,2022-02-10T00:00:00,12:21 PM,2,,0,0,0,"","","",E. 2ND ST,S. COLLEGE MALL RD,"",100,"",39.16758408,-86.53701381,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,S.COLLEGEMALLRDE.2NDST,""
360,BLOOMINGTON PD,BLOOMINGTON,2022-05-03T00:00:00,9:23 AM,1,,1,0,0,"","","",S LIBERTY DR,"","",0,"",39.14779562,-86.57711614,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,SLIBERTYDR,""
361,MONROE SD,BLOOMINGTON,2022-02-08T00:00:00,3:30 PM,2,,0,0,0,"","","",W THAT RD,"","",0,"",39.11405622,-86.54519958,OTHER,"",RURAL,Y,N,N,"",DAYLIGHT,CLEAR,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,WTHATRD,""
362,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-04-15T00:00:00,11:15 AM,1,,1,0,0,"","","",E 7TH ST,N ROSE AVE,"",0,"",39.16812221,-86.51100344,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,NROSEAVEE7THST,""
363,ELLETTSVILLE PD,ELLETTSVILLE,2022-02-18T00:00:00,4:42 PM,2,,0,0,0,"","","",STATE RD 46,N SMITH PIKE,"",500,"",39.21069843,-86.58415686,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,STATERD46NSMITHPIKE,""
364,MONROE SD,BLOOMINGTON,2022-04-24T00:00:00,2:30 AM,1,,0,0,0,"","","",I-69,"","",0,"",39.33153076,-86.51450104,STATE ROAD,"",URBAN,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,I-69130,""
365,BLOOMINGTON PD,BLOOMINGTON,2022-03-15T00:00:00,6:20 PM,2,,0,0,0,"","","",N KINSER PIKE,STATE RD 46,"",0,"",39.18649299,-86.53776706,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,STATERD46NKINSERPIKE,""
366,BLOOMINGTON PD,BLOOMINGTON,2022-03-09T00:00:00,2:57 PM,2,,0,0,0,260,"","",N JACOB DR,"","",0,"",39.16835673,-86.57330197,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,REAR TO REAR,NJACOBDR,""
367,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-05-05T00:00:00,9:30 AM,2,,0,0,0,"","","",E LINGELBACH LN,N. UNION ST.,"",0,"",39.17660609,-86.50801546,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,N.UNIONST.ELINGELBACHLN,""
368,MONROE SD,BLOOMINGTON,2022-05-23T00:00:00,10:21 AM,1,,0,0,0,"","","",SOUTH STATE ROAD 37,WEST DILLMAN ROAD,"",0,"",39.092967,-86.545791,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,WESTDILLMANROADSOUTHSTATEROAD37,""
369,MONROE SD,BLOOMINGTON,2022-04-21T00:00:00,10:12 AM,1,,0,0,0,"","","",W STATE ROAD 48,"","",0,"",39.16845648,-86.67000597,"","",RURAL,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,WSTATEROAD48,""
370,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-01-12T00:00:00,1:30 PM,1,,0,0,0,310,"","",S FESS AVE,"","",0,"",39.16348015,-86.52638871,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,BRAKE FAILURE OR DEFECTIVE,RIGHT TURN,SFESSAVE,""
371,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-01-28T00:00:00,2:30 PM,1,,0,0,0,"","","",N INDIANA AVE,E 11TH ST,"",0,"",39.17334655,-86.52689429,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,SNOW,SNOW/SLUSH,"",FOUR-WAY INTERSECTION,"",ASPHALT,ROADWAY SURFACE CONDITION,LEFT TURN,NINDIANAAVEE11THST,""
372,BLOOMINGTON PD,BLOOMINGTON,2022-04-20T00:00:00,1:13 PM,2,,0,0,0,"","","",W. BLOOMFIELD RD,S. LANDMARK AVE,"",0,"",39.159933,-86.55386,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,OVERCORRECTING/OVERSTEERING,OPPOSITE DIRECTION SIDESWIPE,W.BLOOMFIELDRDS.LANDMARKAVE,""
373,MONROE SD,BLOOMINGTON,2022-04-01T00:00:00,7:24 AM,1,,0,0,0,"","","",STATE RD 45,BENT PINE DR,"",634,"",39.21367677,-86.45707328,STATE ROAD,"",RURAL,N,N,N,"",UNKNOWN,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,LEFT OF CENTER,RAN OFF ROAD,STATERD45BENTPINEDR,""
374,MONROE SD,BLOOMINGTON,2022-02-04T00:00:00,7:05 PM,2,,0,0,0,"","","",N MATHEWS DR,W DELAP RD,"",0,"",39.2520479,-86.62067714,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,SNOW/SLUSH,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WDELAPRDNMATHEWSDR,""
375,MONROE SD,BLOOMINGTON,2022-04-29T00:00:00,2:00 PM,2,,0,0,0,"","","",W DILLMAN RD,ST RD 37 S,"",0,"",39.09310479,-86.54579374,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,HOLES/RUTS IN SURFACE,REAR TO REAR,WDILLMANRDSTRD37S,""
376,MONROE SD,BLOOMINGTON,2022-05-29T00:00:00,11:22 AM,1,,0,0,0,"","","",SHILO RD,NORTH MILLER ROAD,"",0,"",39.27248551,-86.46364727,COUNTY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,SHILORDNORTHMILLERROAD,""
377,MONROE SD,BLOOMINGTON,2022-05-19T00:00:00,1:15 PM,2,,0,0,0,"","","",E BETHEL LN,N OLD STATE ROAD 37,"",0,"",39.21537949,-86.52140724,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,NOLDSTATEROAD37EBETHELLN,""
378,BLOOMINGTON PD,BLOOMINGTON,2022-02-24T00:00:00,2:55 PM,2,,0,0,0,"","","",W BLOOMFIELD RD,FRONTAGE RD,"",0,"",39.14966077,-86.5688032,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,WBLOOMFIELDRDFRONTAGERD,""
379,ISP BLOOMINGTON 33,BLOOMINGTON,2022-04-06T00:00:00,6:30 AM,1,,0,0,0,"","","",I-69,"","",0,"",39.18077331,-86.55759718,INTERSTATE,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,I-69,""
380,MONROE SD,BLOOMINGTON,2022-04-19T00:00:00,1:50 PM,2,,0,0,0,"","","",LEIGHTON LN,MCDOUGAL ST,"",0,"",39.123384,-86.553477,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,BACKING CRASH,MCDOUGALSTLEIGHTONLN,""
381,BLOOMINGTON PD,BLOOMINGTON,2022-02-17T00:00:00,2:40 PM,2,,0,0,0,"","","",W 3RD ST,S LIBERTY DR,"",0,"",39.16463925,-86.58036286,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W3RDSTSLIBERTYDR,""
382,BLOOMINGTON PD,BLOOMINGTON,2022-03-12T00:00:00,1:24 PM,1,,0,0,0,"","","",I-69,W 3RD ST,"",792,"",39.17102989,-86.57025683,INTERSTATE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,COLLISION WITH OBJECT IN ROAD,W3RDSTI-69,""
383,MONROE SD,BLOOMINGTON,2022-05-02T00:00:00,4:14 PM,1,,0,0,0,"","","",E BETHEL LN,"","",0,"",39.21283401,-86.49065084,COUNTY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,EBETHELLN,""
384,BLOOMINGTON PD,BLOOMINGTON,2022-05-25T00:00:00,1:58 PM,2,,0,0,0,"","","",S ROGERS ST,W 4TH ST,"",0,"",39.16546966,-86.53872317,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,W4THSTSROGERSST,""
385,BLOOMINGTON PD,BLOOMINGTON,2022-05-14T00:00:00,8:20 AM,2,,0,0,0,"","","",E DAVID DR,E DAVID DR,"",0,"",39.13855375,-86.49654097,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,RAIN,WET,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EDAVIDDREDAVIDDR,""
386,BLOOMINGTON PD,BLOOMINGTON,2022-02-14T00:00:00,11:20 PM,2,,0,0,0,"","","",N WALNUT ST,W 17TH ST,"",0,"",39.17895619,-86.53350983,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W17THSTNWALNUTST,""
387,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-03-24T00:00:00,7:00 PM,2,,0,0,0,"","","",E 6TH ST,N GRANT ST,"",0,"",39.16753808,-86.52909249,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAWN/DUSK,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",CONCRETE,UNSAFE BACKING,OPPOSITE DIRECTION SIDESWIPE,NGRANTSTE6THST,""
388,MONROE SD,BLOOMINGTON,2022-03-25T00:00:00,3:35 AM,2,,0,0,0,"","","",INDUSTRIAL BLVD,"","",0,"",39.14394074,-86.5823023,PRIVATE DRIVE,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,INDUSTRIALBLVD,""
389,BLOOMINGTON PD,BLOOMINGTON,2022-01-27T00:00:00,12:03 PM,2,,1,0,0,"","","",N. DUNN ST,E SR45/46 BYPASS,"",0,"",0,0,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,N.DUNNSTESR45/46BYPASS,""
390,BLOOMINGTON PD,BLOOMINGTON,2022-01-25T00:00:00,6:16 PM,2,,0,0,0,"","","",S PATTERSON DR,W BLOOMFIELD RD,"",0,"",39.16057635,-86.54836539,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,WBLOOMFIELDRDSPATTERSONDR,""
391,BLOOMINGTON PD,BLOOMINGTON,2022-02-02T00:00:00,12:44 PM,2,,0,0,0,"","","",2812 E. 3RD ST,"","",0,"",0,0,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,OVERCORRECTING/OVERSTEERING,SAME DIRECTION SIDESWIPE,2812E.3RDST,""
392,MONROE SD,BLOOMINGTON,2022-05-28T00:00:00,3:49 PM,2,,0,0,0,"","","",W BELLE AVE,S HICKORY DR,"",0,"",39.16331922,-86.58589696,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WBELLEAVESHICKORYDR,""
393,BLOOMINGTON PD,BLOOMINGTON,2022-05-21T00:00:00,7:58 PM,2,,0,0,0,"","","",W COUNTRY CLUB DR,S MADISON ST,"",150,"",39.13597668,-86.5369091,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WCOUNTRYCLUBDRSMADISONST,""
394,BLOOMINGTON PD,BLOOMINGTON,2022-02-11T00:00:00,5:39 PM,2,,0,0,0,1825,"","",N KINSER PIKE; KROGER NORTH,"","",0,"",39.18767435,-86.53945458,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,REAR TO REAR,NKINSERPIKE;KROGERNORTH,""
395,BLOOMINGTON PD,BLOOMINGTON,2022-03-30T00:00:00,5:47 PM,2,,0,0,0,"","","",N ROGERS ST,W KIRKWOOD AVE,"",0,"",39.1666305,-86.53868384,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,BRAKE FAILURE OR DEFECTIVE,RIGHT ANGLE,WKIRKWOODAVENROGERSST,""
396,BLOOMINGTON PD,BLOOMINGTON,2022-02-22T00:00:00,8:15 AM,1,,0,0,0,800,"","",E MILLER DR,"","",0,"",39.14623867,-86.52480507,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,EMILLERDR,""
397,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-03-01T00:00:00,12:50 PM,1,,1,0,0,"","","",N JORDAN AVE,"","",0,"",39.16684539,-86.5153057,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,PEDESTRIAN ACTION,COLLISION WITH OBJECT IN ROAD,NJORDANAVE,""
398,BLOOMINGTON PD,BLOOMINGTON,2022-05-02T00:00:00,5:45 PM,2,,0,0,0,"","","","","","",0,"",39.16583502,-86.49969908,PRIVATE DRIVE,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,"",""
399,BLOOMINGTON PD,BLOOMINGTON,2022-02-26T00:00:00,7:30 PM,2,,0,0,0,"",100,A,W 3RD ST,"","",0,"",39.16446219,-86.57234377,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",RAMP,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDST100A,""
400,MONROE SD,BLOOMINGTON,2022-05-18T00:00:00,8:51 AM,1,,0,0,0,"","","",STATE RD 446,CHANDLER RD,"",0,"",39.05754714,-86.41037769,"","",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE SPEED,RAN OFF ROAD,STATERD446CHANDLERRD,""
401,BLOOMINGTON PD,BLOOMINGTON,2022-05-27T00:00:00,10:40 PM,2,,0,0,0,"","","",W STATE RD 45,S LEONARD SPRINGS RD,"",0,"",39.14193938,-86.58266433,STATE ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,WSTATERD45SLEONARDSPRINGSRD,""
402,ISP BLOOMINGTON 33,BLOOMINGTON,2022-01-28T00:00:00,3:15 AM,1,,0,0,0,"","","",W STATE RD 45,S BUNGER RD,"",0,"",39.12908796,-86.60453474,COUNTY ROAD,"",RURAL,N,N,N,"",DAYLIGHT,SNOW,SNOW/SLUSH,"",FOUR-WAY INTERSECTION,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,WSTATERD45SBUNGERRD,""
403,BLOOMINGTON PD,BLOOMINGTON,2022-03-01T00:00:00,4:45 PM,2,,1,0,0,"","","",W 3RD ST,"","",0,"",39.16559771,-86.57742065,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W3RDST,""
404,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-03-04T00:00:00,1:35 PM,1,,0,0,0,"","","",E 10TH ST,JEFFERSON ST,"",126,"",39.17155851,-86.50677159,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",RAILROAD CROSSINGS,"",ASPHALT,OVERSIZE/OVERWEIGHT LOAD,COLLISION WITH OBJECT IN ROAD,JEFFERSONSTE10THST,""
405,BLOOMINGTON PD,BLOOMINGTON,2022-03-18T00:00:00,8:40 AM,2,,0,0,0,"","","",E WINSLOW RD,S HENDERSON ST,"",0,"",39.13600176,-86.52692503,LOCAL/CITY ROAD,"",RURAL,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,SHENDERSONSTEWINSLOWRD,""
406,BLOOMINGTON PD,BLOOMINGTON,2022-05-14T00:00:00,1:04 PM,2,,0,0,0,"","","",N WALNUT ST,W 10TH ST,"",0,"",39.17159842,-86.53357217,LOCAL/CITY ROAD,"",URBAN,N,N,B,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W10THSTNWALNUTST,""
407,MONROE SD,BLOOMINGTON,2022-02-05T00:00:00,12:04 PM,2,,0,0,0,3585,"","",W STATE RD 45,"","",0,"",39.14285539,-86.57948819,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,RIGHT ANGLE,WSTATERD45,""
408,ISP BLOOMINGTON 33,BLOOMINGTON,2022-05-10T00:00:00,10:55 AM,2,,0,0,0,"","","",SR48,SR48-100-RAMP D,"",0,"",39.1644938,-86.57396831,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SR48-100-RAMPDSR48,""
409,ISP BLOOMINGTON 33,BLOOMINGTON,2022-04-02T00:00:00,12:35 PM,2,,0,0,0,"","","",STATE RD 37,S OLD STATE ROAD 37,"",0,"",39.08533916,-86.54246106,STATE ROAD,"",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,STATERD37SOLDSTATEROAD37,""
410,BLOOMINGTON PD,BLOOMINGTON,2022-04-13T00:00:00,4:27 PM,2,,0,0,0,"","","",N KINSER PIKE,W 17TH ST,"",0,"",39.17906287,-86.53780271,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W17THSTNKINSERPIKE,""
411,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-02-08T00:00:00,5:55 PM,2,,0,0,0,"","","",E 7TH ST,N DUNN ST,"",0,"",39.16854643,-86.52825541,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NDUNNSTE7THST,""
412,BLOOMINGTON PD,BLOOMINGTON,2022-04-15T00:00:00,8:50 PM,2,,0,0,0,"","","",N KINSER PIKE,STATE RD 46,"",0,"",39.18651095,-86.53774685,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,"",CONCRETE,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,STATERD46NKINSERPIKE,""
413,MONROE SD,"",2022-05-20T00:00:00,11:24 AM,2,,0,0,0,4025,"","",S OLD STATE ROAD 37,"","",0,"",39.11942842,-86.53081254,"","",RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SOLDSTATEROAD37,""
414,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2022-05-05T00:00:00,8:48 PM,2,,0,0,0,"","","",STATE RD 45,E 10TH ST,"",739,"",39.17267203,-86.50293536,STATE ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,STATERD45E10THST,""
415,BLOOMINGTON PD,BLOOMINGTON,2022-02-18T00:00:00,8:04 AM,2,,0,0,0,"","","",S. COLLEGE MALL RD,E. 2ND ST,"",0,"",39.1609319,-86.4977835,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,S.COLLEGEMALLRDE.2NDST,""
