_id,Agency,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control,DateTime
763,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,S JORDAN AVE,E 3RD ST,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,WRONG WAY ON ONE WAY,RIGHT ANGLE,JORDANAVETHIRDST,TRAFFIC CONTROL SIGNAL,2021-10-16 11:20:00
764,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 7TH ST,N GRANT ST,,,,39.16864,-86.529696,LOCAL/CITY ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E7THSTNGRANTST,STOP SIGN,2021-10-16 13:40:00
765,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 45,SR 45/46,,,,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL,2021-10-16 14:10:00
766,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,4115,,,S ROGERS ST,,,100.0,S,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,ESTATEDRSOUTHROGERSST,NONE,2021-10-16 15:30:00
767,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 45/46,WALNUT KNOLLS APARTMENT DRIVE,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,PRIVATEDRSR4546BYP,NONE,2021-10-16 16:17:00
768,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N JORDAN AVE,E LAW LN,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,ELAWLNJORDANAVE,TRAFFIC CONTROL SIGNAL,2021-10-16 16:45:00
769,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 7TH ST,N DUNN ST,,,,39.16864,-86.528224,LOCAL/CITY ROAD,N,URBAN,N,N,Y,WORK ON SHOULDER,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EAST7THSTNDUNNST,STOP SIGN,2021-10-16 16:45:00
770,BLOOMINGTON PD,BLOOMINGTON,2,0.0,4.0,0,0,,,,SR 46,KINGSTON DR S,,,,39.16424,-86.492944,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,SKINGSTONDRW3RDST,TRAFFIC CONTROL SIGNAL,2021-10-16 19:10:00
771,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,I-69 N,,,80.0,N,,,INTERSTATE,N,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69N108,NONE,2021-10-16 21:12:00
772,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S WALNUT ST PIKE,E CARDINAL GLEN DR,,1000.0,S,,,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,ECARDINALGLENNDRSWALNUTSTREETPIKE,LANE CONTROL,2021-10-15 04:02:00
773,MONROE SD,ELLETTSVILLE,2,0.0,2.0,0,0,,,,N UNION VALLEY RD,W MCNEELY ST,,,,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NUNIONVALLEYRDWMCNEELYST,STOP SIGN,2021-10-15 12:00:00
774,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N WALNUT ST,E 6TH ST,,,,39.167648,-86.533584,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E6THSTNWALNUTST,TRAFFIC CONTROL SIGNAL,2021-10-15 12:24:00
775,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,5237,,,W VERNAL PIKE,N ANGELINA LN,,500.0,E,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER ILLNESS,RAN OFF ROAD,ANGELINALNVERNALPIKE,NONE,2021-10-15 14:44:00
776,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 8TH ST,N LINCOLN ST,,,,39.169552,-86.530992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EAST8THSTNORTHLINCOLNST,STOP SIGN,2021-10-15 14:52:00
777,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,N WALNUT ST,SR 45/46,,,,39.186368,-86.5344,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTSR4546BYP,TRAFFIC CONTROL SIGNAL,2021-10-15 15:00:00
778,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E HILLSIDE DR,S WASHINGTON ST,,,,39.15056,-86.5324,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EASTHILLSIDEDRSOUTHWASHINGTONST,STOP SIGN,2021-10-15 15:47:00
779,ISP BLOOMINGTON 33,,2,,0.0,0,0,,,,SR 37,,,500.0,S,39.04733284,-86.53605571,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,SAME DIRECTION SIDESWIPE,StateRd37.S.ZikesRd,,2021-10-15 16:58:00
780,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,1307,,,S ADAMS ST,ENTRANCE TO MARATHON GAS STATION,,,,,,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WTHIRDST,NONE,2021-10-15 17:00:00
781,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W ARLINGTON RD,,,500.0,N,39.179248,-86.547104,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,RAN OFF ROAD,WEST17THSTWESTARLINGTONRD,LANE CONTROL,2021-10-15 18:26:00
782,ELLETTSVILLE PD,ELLETTSVILLE,1,0.0,0.0,0,1,,,,W MCNEELY ST,N ABIGAIL LN,,,,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/HILLCREST,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,ABIGAILLNMCNEELYST,NONE,2021-10-15 21:30:00
783,ELLETTSVILLE PD,ELLETTSVILLE,3,0.0,1.0,0,0,,,,SR 46,W FORREST PARK DR,,,,,,STATE ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,FORRESTPARDRSR46W,LANE CONTROL,2021-10-15 21:53:00
784,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,703,,,E COLONIAL CREST RD,,,,,39.185232,-86.54060206,UNKNOWN,Y,URBAN,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,UNSAFE BACKING,RAN OFF ROAD,WGOURLEYPIKE,NONE,2021-10-14 09:36:00
785,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W 17TH ST,N MADISON ST,,,,39.178992,-86.537792,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,NMADISONSTW17THST,TRAFFIC CONTROL SIGNAL,2021-10-14 09:55:00
786,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 45/46,E 10TH ST,,,,0.0,0.0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,SR46UNIONVILLERD,TRAFFIC CONTROL SIGNAL,2021-10-14 10:30:00
787,MONROE SD,BLOOMINGTON,2,0.0,1.0,0,0,,,,W 4TH ST,S WALNUT ST,,,,39.165648,-86.5336,,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SWALNUTSTWFOURTHST,TRAFFIC CONTROL SIGNAL,2021-10-14 11:35:00
788,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N WALNUT ST,E 6TH ST,,,,39.167648,-86.533584,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E6THSTNWALNUTST,TRAFFIC CONTROL SIGNAL,2021-10-14 11:46:00
789,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,1020,,,S WOODLAWN AVE,ENTRANCE TO BRYAN PARK PARKING LOT,,,,39.15551347,-86.52252474,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SWOODLAWNAVE,LANE CONTROL,2021-10-14 12:07:00
790,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,E LAW LN,N FEE LN,,,,39.173984,-86.518919,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ELAWLNFEELN,NONE,2021-10-14 13:05:00
791,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E BURKS DR,S WALNUT ST PIKE,,,,39.125585,-86.526715,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,IMPROPER LANE USAGE,RIGHT TURN,EBURKSDRSWALNUTSTREETPIKE,STOP SIGN,2021-10-14 13:56:00
792,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S WEIMER RD,W BLOOMFIELD RD,,,,39.154272,-86.564176,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SWIEMERRDWBLOOMFIELDRD,STOP SIGN,2021-10-14 13:57:00
793,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S COLLEGE MALL RD,PRIVATE,,,,0.0,0.0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,PRIVATEDRSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL,2021-10-14 15:33:00
794,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 46,KINGSTON DR S,,,,39.16424,-86.492944,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,E3RDSTSKINGSTONDR,TRAFFIC CONTROL SIGNAL,2021-10-14 16:30:00
795,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 46,SR 45,,264.0,S,,,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46UNIONVILLERD,LANE CONTROL,2021-10-14 20:55:00
796,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,W OLD SR 37,E SAMPLE RD,,1200.0,N,,,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,ESAMPLERDSR37N,LANE CONTROL,2021-10-14 22:43:00
797,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,I-69 S,,,300.0,N,,,STATE ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR69S125.0,LANE CONTROL,2021-10-13 00:48:00
798,ELLETTSVILLE PD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,SR 46,W RIDGE SPRINGS LN,,,,39.24104,-86.632096,STATE ROAD,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,REAR END,RIDGESPRINGSLNSR46W,LANE CONTROL,2021-10-13 07:41:00
799,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,1,,,,S GARRISON CHAPEL RD,,,200.0,S,39.122416,-86.64296,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SGARRISONCHAPELRDWELLERRD,NONE,2021-10-13 09:14:00
800,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,W TAPP RD,S ADAMS ST,,,,39.136643,-86.554158,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,TRAFFIC CIRCLE/ROUNDABOUT,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SADAMSSTWTAPPRD,YIELD SIGN,2021-10-13 09:15:00
801,BLOOMINGTON PD,BLOOMINGTON,1,0.0,1.0,0,0,,,,W GRIMES LN,S WALNUT ST,,,,39.153344,-86.533757,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,SWALNUTSTWGRIMESLN,TRAFFIC CONTROL SIGNAL,2021-10-13 10:25:00
802,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,2375,,,N MT GILEAD RD,,,,,,,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH OBJECT IN ROAD,NMTGILEADRD,NONE,2021-10-13 10:54:00
803,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,STADIUM DR,,,,,39.168475,-86.522317,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,E7THSTNFORRESTAVE,STOP SIGN,2021-10-13 12:31:00
804,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 46,S LORI LN,,1000.0,W,39.16644499,-86.46601504,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,EKERRCREEKRDSR46E,NONE,2021-10-13 12:40:00
805,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,E 7TH ST,N GRANT ST,,,,39.16864,-86.529696,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E7THSTNGRANTST,STOP SIGN,2021-10-13 13:47:00
806,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,N WALNUT GROVE ST,E 17TH ST,,,,39.179039,-86.521096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTWALNUTGROVEST,NONE,2021-10-13 13:55:00
807,BLOOMINGTON PD,BLOOMINGTON,2,0.0,1.0,0,0,,,,E 3RD ST,S OVERHILL DR,,35.0,E,39.164272,-86.501488,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,E3RDSTSOVERHILLDR,LANE CONTROL,2021-10-13 16:35:00
808,MONROE SD,ELLETTSVILLE,2,0.0,0.0,0,0,,,,SR 46,W ARLINGTON RD,,500.0,E,39.20686465,-86.57234221,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,BRAKE FAILURE OR DEFECTIVE,REAR END,SR46WWARLINGTONRD,NONE,2021-10-13 16:53:00
809,MONROE SD,BLOOMINGTON,1,0.0,0.0,0,0,,,,SR 46,,,250.0,W,39.151865,-86.3900319,STATE ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,BRUMMETTSCRKSR46E,NONE,2021-10-13 20:28:00
810,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 48,S LIBERTY DR,,75.0,W,39.164606,-86.5791245,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,3RDSTLIBERTYDR,LANE CONTROL,2021-10-12 07:13:00
811,ISP BLOOMINGTON 33,BLOOMINGTON,1,,0.0,0,1,,,,I-69 N,W FULLERTON PIKE,,0.0,,39.11950321,-86.5690679,INTERSTATE,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I-69115,,2021-10-12 07:15:00
812,ISP BLOOMINGTON 33,CHAPELHILL,1,,1.0,0,0,,,,SR 446,,,0.0,,39.06428226,-86.41432842,STATE ROAD,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,,RAN OFF ROAD,StateRd446,,2021-10-12 13:15:00
813,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N MONROE ST,N ORRIS DR,,,,39.17504,-86.547104,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMONROESTNORRISDR,NONE,2021-10-12 14:57:00
814,MONROE SD,ELLETTSVILLE,1,0.0,0.0,0,0,,,,N MAPLE GROVE RD,,,500.0,N,39.21158522,-86.56134698,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,AMHERSTRDMAPLEGROVERD,NONE,2021-10-12 16:15:00
815,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,W BLOOMFIELD RD,S WEIMER RD,,,,39.154272,-86.564176,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,WBLOOMFIELDRDWEIMERRD,NONE,2021-10-12 16:32:00
816,MONROE SD,BLOOMINGTON,2,0.0,2.0,0,0,,,,SR 37,E SMITHVILLE RD,,,,39.071056,-86.5356,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SMITHVILLERDSR37S,STOP SIGN,2021-10-12 16:52:00
817,MONROE SD,BLOOMINGTON,3,0.0,3.0,0,0,,,,SR 37,,,1000.0,N,,,STATE ROAD,N,RURAL,N,Y,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DILLMANRDSR37S,LANE CONTROL,2021-10-12 17:07:00
818,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,N SMITH RD,SR 45,,,,39.172752,-86.482288,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST10THSTNORTHSMITHRD,STOP SIGN,2021-10-12 17:09:00
819,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,I-69 S,,,250.0,N,0.0,0.0,INTERSTATE,N,RURAL,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,DRIVER ASLEEP OR FATIGUED,SAME DIRECTION SIDESWIPE,I69S104.5,NONE,2021-10-12 17:56:00
820,BLOOMINGTON PD,BLOOMINGTON,1,0.0,0.0,0,0,,,,S ROGERS ST,W 1ST ST,,,,39.159504,-86.538592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,SOUTHROGERSSTWEST1STST,STOP SIGN,2021-10-12 17:59:00
821,MONROE SD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 48,N PROFILE PKWY,,,,39.1647962,-86.59256644,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,SPROFILEPKWYSR45W,TRAFFIC CONTROL SIGNAL,2021-10-12 18:04:00
822,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,SR 45,N SMITH RD,,,,39.172752,-86.482288,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,E10THSTNSMITHAVE,STOP SIGN,2021-10-12 19:35:00
823,BLOOMINGTON PD,BLOOMINGTON,1,1.0,0.0,0,0,,,,S EUCLID AVE,W HOWE ST,,75.0,S,39.15447361,-86.543365,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OBSTRUCTION NOT MARKED,OTHER - EXPLAIN IN NARRATIVE,EUCLIDAVEHOWEST,NONE,2021-10-11 00:30:00
824,MONROE SD,BLOOMINGTON,1,0.0,1.0,0,0,9130,,,S CHAPEL HILL RD,,,,,39.018733,-86.4180775,COUNTY ROAD,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,9130SOUTHCHAPELHILLRDCHAPLELHILLRADL,NONE,2021-10-11 03:07:00
825,BLOOMINGTON PD,BLOOMINGTON,2,0.0,0.0,0,0,,,,S PARK AVE,E ATWATER AVE,,,,39.163117,-86.524016,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT/RIGHT TURN,EATWATERAVESPARKAVE,STOP SIGN,2021-10-11 07:45:00
